course_id,course_code,course_title,course_grade,course_credits,course_points,course_gpa,comments,CGPA
,,,CMPS2212,GUI PROGRAMMING,C,3.00,6.00,2.00
,,,CMPS2252,OPERATING SYSTEMS,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,C,3.00,6.00,2.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C,3.00,6.00,2.00
,,,MAT103,TRIGONOMETRY 1,C+,3.00,7.50,2.50
,,,MGMT101,APPLIED MANAGEMENT I,A-,3.00,11.25,3.75
,,,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS1232,PRINCIPLES OF PROGRAMMING II,B,3.00,9.00,3.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,SOCL221,INTRODUCTION TO SOCIOLOGY,B+,3.00,10.50,3.50
,,,PHYS241L,GENERAL PHYSICS LAB,B,1.00,3.00,3.00
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,W,3.00,0.00,0.00
,,,CMPS3151,TELECOMMUNICATION,D,3.00,3.00,1.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,D+,3.00,4.50,1.50
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B,3.00,9.00,3.00
,,,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,D+,3.00,4.50,1.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,WF,3.00,0.00,0.00
,,,ENGL318,TECHNICAL WRITING.,C+,3.00,7.50,2.50
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,MATH104,CALCULUS I,B,3.00,9.00,3.00
,,,PHYS241,GENERAL PHYSICS I,C+,3.00,7.50,2.50
,,,CMPS1131,PROGRAMMING I,B,3.00,9.00,3.00
,,,CMPS2131,DATA STRUCTURES,C+,3.00,7.50,2.50
,,,CMPS2151,WEB DEVELOPMENT,A,3.00,12.00,4.00
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS3272,SYSTEMS ENGINEERING,C,3.00,6.00,2.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS156,DATA STRUCTURES,C,3.00,6.00,2.00
,,,CMPS242,GUI PROGRAMMING,A-,3.00,11.25,3.75
,,,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,MATH3251,CALCULUS III,D+,3.00,4.50,1.50
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A-,3.00,11.25,3.75
,,,ENGL318,TECHNICAL WRITING.,A-,3.00,11.25,3.75
,,,CMPS4131,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75
,,,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00
,,,CMPS411,COMPUTER NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS3151,TELECOMMUNICATION,C+,3.00,7.50,2.50
,,,CMPS323,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS157,SYSTEM ANALYSIS,B+,3.00,10.50,3.50
,,,CMPS328,DATABASE MGMT. SYS. II,C,3.00,6.00,2.00
,,,MATH203,CALCULUS II,B,3.00,9.00,3.00
,,,PHYS241L,GENERAL PHYSICS LAB,A,1.00,4.00,4.00
,,,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50
,,,CMPS319,SYSTEMS ENGINEERING,B+,3.00,10.50,3.50
,,,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,CMPS255,OBJECT ORIENTED SYSTEM DEV.,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,MATH3251,CALCULUS III,C+,3.00,7.50,2.50
,,,CMPS2212,GUI PROGRAMMING,B+,3.00,10.50,3.50
,,,CMPS3151,TELECOMMUNICATION,A,3.00,12.00,4.00
,,,MATH2201,CALCULUS II,A-,3.00,11.25,3.75
,,,CMPS4181,MOBILE APPLICATION DEVELOPMENT,B+,3.00,10.50,3.50
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,A,3.00,12.00,4.00
,,,CMPS3272,SYSTEMS ENGINEERING,B,3.00,9.00,3.00
,,,MGMT3015,ORGANIZATIONAL BEHAVIOR,A,3.00,12.00,4.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A,3.00,12.00,4.00
,,,CMPS3252,ALGORITHMS,A-,3.00,11.25,3.75
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,B,3.00,9.00,3.00
,,,MGMT1014,FUNDAMENTALS OF MANAGEMENT,A,3.00,12.00,4.00
,,,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,A,3.00,12.00,4.00
,,,MATH3251,CALCULUS III,A-,3.00,11.25,3.75
,,,ENGL2105,COMMUNICATION SKILLS,B+,3.00,10.50,3.50
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,B+,3.00,10.50,3.50
,,,CMPS2111,SYSTEMS ANALYSIS,C,3.00,6.00,2.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,MATH1302,CALCULUS I,RE,3.00,0.00,0.00
,,,PHYS1015,GENERAL PHYSICS I,A-,3.00,11.25,3.75
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A,3.00,12.00,4.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,MATH1201,TRIGONOMETRY,WF,3.00,0.00,0.00
,,,MATH1201,TRIGONOMETRY,C+,3.00,7.50,2.50
,,,PHYS1015,GENERAL PHYSICS I,RE,3.00,0.00,0.00
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A-,3.00,11.25,3.75
,,,CMPS1131,PROGRAMMING I,C,3.00,6.00,2.00
,,,MGMT1014,FUNDAMENTALS OF MANAGEMENT,B,3.00,9.00,3.00
,,,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,B,3.00,9.00,3.00
,,,CMPS1232,PRINCIPLES OF PROGRAMMING II,RE,3.00,0.00,0.00
,,,MATH1302,CALCULUS I,B,3.00,9.00,3.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50
,,,CMPS4151,NETWORK ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,C+,3.00,7.50,2.50
,,,CMPS328,DATABASE MGMT. SYS. II,F,3.00,0.00,0.00
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,C,3.00,6.00,2.00
,,,MATH2201,CALCULUS II,F,3.00,0.00,0.00
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,B,3.00,9.00,3.00
,,,CMPS314,ALGORITHMS,F,3.00,0.00,0.00
,,,CMPS3151,TELECOMMUNICATION,W,3.00,0.00,0.00
,,,CMPS2212,GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,C+,3.00,7.50,2.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,B,3.00,9.00,3.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A,3.00,12.00,4.00
,,,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B+,3.00,10.50,3.50
,,,MATH203,CALCULUS II,WF,3.00,0.00,0.00
,,,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50
,,,CMPS4151,NETWORK ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,D+,3.00,4.50,1.50
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,CMPS157,SYSTEM ANALYSIS,B+,3.00,10.50,3.50
,,,CMPS411,COMPUTER NETWORK SECURITY,C+,3.00,7.50,2.50
,,,CMPS319,SYSTEMS ENGINEERING,B,3.00,9.00,3.00
,,,CMPS4131,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,MATH2201,CALCULUS II,F,3.00,0.00,0.00
,,,MATH2201,CALCULUS II,C+,3.00,7.50,2.50
,,,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00
,,,CMPS156,DATA STRUCTURES,C,3.00,6.00,2.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50
,,,MATH2201,CALCULUS II,D+,3.00,4.50,1.50
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,MATH3151,LINEAR ALGEBRA,A-,3.00,11.25,3.75
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,A,3.00,12.00,4.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50
,,,MATH3251,CALCULUS III,B+,3.00,10.50,3.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS3272,SYSTEMS ENGINEERING,C+,3.00,7.50,2.50
,,,ENGL2105,COMMUNICATION SKILLS,A-,3.00,11.25,3.75
,,,CMPS3151,TELECOMMUNICATION,C+,3.00,7.50,2.50
,,,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,MATH1201,TRIGONOMETRY,B,3.00,9.00,3.00
,,,CMPS4232,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,B+,3.00,10.50,3.50
,,,CMPS1131,PROGRAMMING I,C+,3.00,7.50,2.50
,,,CMPS3151,TELECOMMUNICATION,B,3.00,9.00,3.00
,,,CMPS4175,ROUTING AND SWITCHING,C,3.00,6.00,2.00
,,,CMPS1211,HARDWARE FUNDAMENTALS,A,3.00,12.00,4.00
,,,MATH1151,ALGEBRA,B,3.00,9.00,3.00
,,,RSCH2014,RESEARCH METHODS,W,3.00,0.00,0.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,CMPS2242,SYSTEMS PROGRAMMING & COMPUTER ORGANIZATION,W,3.00,0.00,0.00
,,,MATH1302,CALCULUS I,F,3.00,0.00,0.00
,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A,3.00,12.00,4.00
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS3272,SYSTEMS ENGINEERING,D,3.00,3.00,1.00
,,,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,MATH3251,CALCULUS III,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,A-,3.00,11.25,3.75
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00
,,,CMPS4992,PROFESSIONAL PRACTICE,B+,12.00,42.00,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,D,3.00,3.00,1.00
,,,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A,3.00,12.00,4.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,MATH3151,LINEAR ALGEBRA,A-,3.00,11.25,3.75
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,A-,3.00,11.25,3.75
,,,CMPS3272,SYSTEMS ENGINEERING,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,ENGL2105,COMMUNICATION SKILLS,C+,3.00,7.50,2.50
,,,CMPS4211,ADVANCED PC REPAIR,B+,3.00,10.50,3.50
,,,CMPS142,PRINCIPLES OF PROGRAMMING I,F,3.00,0.00,0.00
,,,CMPS140,INTRODUCTION TO COMPUTER STUDIES,F,3.00,0.00,0.00
,,,ENGL111,COLLEGE ENGLISH I,F,3.00,0.00,0.00
,,,MATH101,ALGEBRA 1,,3.00,,
,,,MAT103,TRIGONOMETRY 1,F,3.00,0.00,0.00
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,MATH3251,CALCULUS III,B+,3.00,10.50,3.50
,,,MATH2201,CALCULUS II,C,3.00,6.00,2.00
,,,MGMT3015,ORGANIZATIONAL BEHAVIOR,B+,3.00,10.50,3.50
,,,CMPS3272,SYSTEMS ENGINEERING,C,3.00,6.00,2.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,C+,3.00,7.50,2.50
,,,MATH3151,LINEAR ALGEBRA,C+,3.00,7.50,2.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,CMPS3252,ALGORITHMS,B,3.00,9.00,3.00
,,,ENGL2105,COMMUNICATION SKILLS,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,C+,3.00,7.50,2.50
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,MATH2201,CALCULUS II,D+,3.00,4.50,1.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B,3.00,9.00,3.00
,,,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A-,3.00,11.25,3.75
,,,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A,12.00,48.00,4.00
,,,CMPS3151,TELECOMMUNICATION,B,3.00,9.00,3.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,MATH3251,CALCULUS III,B,3.00,9.00,3.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,A-,3.00,11.25,3.75
,,,CMPS3272,SYSTEMS ENGINEERING,C+,3.00,7.50,2.50
,,,MATH3151,LINEAR ALGEBRA,A,3.00,12.00,4.00
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,B+,3.00,10.50,3.50
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,CMPS3232,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50
,,,CMPS2992,PROJECT,A-,3.00,11.25,3.75
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,A-,3.00,11.25,3.75
,,,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,B,3.00,9.00,3.00
,,,PHYS241,GENERAL PHYSICS I,B+,2.00,7.00,3.50
,,,CMPS323,SYSTEMS ADMINISTRATION,D+,3.00,4.50,1.50
,,,CMPS3151,TELECOMMUNICATION,RE,3.00,0.00,0.00
,,,PHYS241L,GENERAL PHYSICS LAB,A-,1.00,3.75,3.75
,,,CMPS413,ADVANCED WEB TECHNOLOGIES,WF,3.00,0.00,0.00
,,,SPAN201,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75
,,,CMPS242,GUI PROGRAMMING,B,3.00,9.00,3.00
,,,CMPS256,OPERATING SYSTEMS,B,3.00,9.00,3.00
,,,CMPS319,SYSTEMS ENGINEERING,B,3.00,9.00,3.00
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,F,3.00,0.00,0.00
,,,CMPS3232,SYSTEMS ADMINISTRATION,RE,3.00,0.00,0.00
,,,MATH203,CALCULUS II,B,3.00,9.00,3.00
,,,PSYC221,INTRO TO PSYCHOLOGY,C,3.00,6.00,2.00
,,,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00
,,,ENGL318,TECHNICAL WRITING.,B,3.00,9.00,3.00
,,,CMPS314,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS4131,SOFTWARE ENGINEERING,B,3.00,9.00,3.00
,,,CMPS213,BASIC PC REPAIR,B,3.00,9.00,3.00
,,,MATH322,LINEAR ALGEBRA 1,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,D+,3.00,4.50,1.50
,,,CMPS3151,TELECOMMUNICATION,D,3.00,3.00,1.00
,,,CMPS4211,ADVANCED PC REPAIR,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,RE,3.00,0.00,0.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,RE,3.00,0.00,0.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,B,3.00,9.00,3.00
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,W,3.00,0.00,0.00
,,,CMPS3272,SYSTEMS ENGINEERING,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,B+,3.00,10.50,3.50
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A,3.00,12.00,4.00
,,,CMPS3151,TELECOMMUNICATION,A,3.00,12.00,4.00
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,A-,3.00,11.25,3.75
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,A-,3.00,11.25,3.75
,,,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00
,,,CMPS4151,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50
,,,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50
,,,ENGL2105,COMMUNICATION SKILLS,A-,3.00,11.25,3.75
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS213,BASIC PC REPAIR,A-,3.00,11.25,3.75
,,,HIST201,BELIZEAN HISTORY,A-,3.00,11.25,3.75
,,,SOCL221,INTRODUCTION TO SOCIOLOGY,B,3.00,9.00,3.00
,,,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00
,,,PHYS241L,GENERAL PHYSICS LAB,B+,1.00,3.50,3.50
,,,CMCN209,COMMUNICATION SKILLS,B+,3.00,10.50,3.50
,,,CMPS323,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,SPAN201,LEVEL 3 INTERMEDIATE SPANISH,C+,3.00,7.50,2.50
,,,MATH322,LINEAR ALGEBRA 1,B+,3.00,10.50,3.50
,,,MATH2201,CALCULUS II,B,3.00,9.00,3.00
,,,ENGL3155,TECHNICAL WRITING,A-,3.00,11.25,3.75
,,,CMPS4992,PROFESSIONAL PRACTICE,B+,12.00,42.00,3.50
,,,CMPS140,INTRODUCTION TO COMPUTER STUDIES,A,3.00,12.00,4.00
,,,CMPS316,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS4191,ADVANCED WEB TECHNOLOGIES,C,3.00,6.00,2.00
,,,CMPS156,DATA STRUCTURES,C,3.00,6.00,2.00
,,,CMPS321,TELECOMMUNICATIONS SYSTEMS,B,3.00,9.00,3.00
,,,MAT103,TRIGONOMETRY 1,A-,3.00,11.25,3.75
,,,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,MATH3251,CALCULUS III,C+,3.00,7.50,2.50
,,,PHYS241,GENERAL PHYSICS I,C+,3.00,7.50,2.50
,,,CMPS4131,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,B,3.00,9.00,3.00
,,,CMPS317,ADVANCED GUI DEVELOPMENT,B,3.00,9.00,3.00
,,,CMPS319,SYSTEMS ENGINEERING,B,3.00,9.00,3.00
,,,CMPS1134,FUNDAMENTALS OF COMPUTING,C+,3.00,7.50,2.50
,,,CMPS1131,PROGRAMMING I,D,3.00,3.00,1.00
,,,MAT103,TRIGONOMETRY 1,B,3.00,9.00,3.00
,,,SPAN101,LEVEL 1 BEGINNING SPANISH,A,3.00,12.00,4.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,D+,3.00,4.50,1.50
,,,CMCN209,COMMUNICATION SKILLS,A,3.00,12.00,4.00
,,,CMPS323,SYSTEMS ADMINISTRATION,B,3.00,9.00,3.00
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,CMPS3252,ALGORITHMS,C+,3.00,7.50,2.50
,,,MATH104,CALCULUS I,C+,3.00,7.50,2.50
,,,MATH2201,CALCULUS II,C,3.00,6.00,2.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,CMPS140,INTRODUCTION TO COMPUTER STUDIES,A,3.00,12.00,4.00
,,,HIST201,BELIZEAN HISTORY,B,3.00,9.00,3.00
,,,CMPS213,BASIC PC REPAIR,A-,3.00,11.25,3.75
,,,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,ENGL318,TECHNICAL WRITING.,A-,3.00,11.25,3.75
,,,MGMT304,DYNAMICS OF ORG. BEHAVIOUR,C+,3.00,7.50,2.50
,,,PHYS241L,GENERAL PHYSICS LAB,A,1.00,4.00,4.00
,,,CMPS319,SYSTEMS ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS4211,ADVANCED PC REPAIR,B,3.00,9.00,3.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75
,,,CMPS2131,DATA STRUCTURES,D,3.00,3.00,1.00
,,,CMPS3111,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00
,,,CMPS2131,DATA STRUCTURES,C,3.00,6.00,2.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,F,3.00,0.00,0.00
,,,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS4992,PROFESSIONAL PRACTICE,B+,12.00,42.00,3.50
,,,CMPS3272,SYSTEMS ENGINEERING,WP,3.00,0.00,0.00
,,,MATH2201,CALCULUS II,B,3.00,9.00,3.00
,,,CMPS4181,MOBILE APPLICATION DEVELOPMENT,B,3.00,9.00,3.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C,3.00,6.00,2.00
,,,MATH1201,TRIGONOMETRY,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,C+,3.00,7.50,2.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,B,3.00,9.00,3.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50
,,,MATH2201,CALCULUS II,D+,3.00,4.50,1.50
,,,MATH2201,CALCULUS II,D+,3.00,4.50,1.50
,,,ENGL3155,TECHNICAL WRITING,A,3.00,12.00,4.00
,,,CMPS140,INTRODUCTION TO COMPUTER STUDIES,F,3.00,0.00,0.00
,,,ENGL111,COLLEGE ENGLISH I,C,3.00,6.00,2.00
,,,MATH121,INTERMEDIATE ALGEBRA,C,3.00,6.00,2.00
,,,SOCL221,INTRODUCTION TO SOCIOLOGY,C,3.00,6.00,2.00
,,,HIST201,BELIZEAN HISTORY,C+,3.00,7.50,2.50
,,,MATH1151,ALGEBRA,B+,3.00,10.50,3.50
,,,PHIL1014,ETHICS,B+,3.00,10.50,3.50
,,,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,C,3.00,6.00,2.00
,,,MGMT1014,FUNDAMENTALS OF MANAGEMENT,B,3.00,9.00,3.00
,,,SPAN1015,LEVEL 1 BEGINNERS SPANISH,A,3.00,12.00,4.00
,,,ENGL1014,COLLEGE ENGLISH I,A-,3.00,11.25,3.75
,,,CMPS3232,SYSTEMS ADMINISTRATION,C,3.00,6.00,2.00
,,,MATH3251,CALCULUS III,C,3.00,6.00,2.00
,,,CMPS3012,MANAGEMENT INFORMATION SYSTEM,C+,3.00,7.50,2.50
,,,CMPS3272,SYSTEMS ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B,3.00,9.00,3.00
,,,CMPS4151,NETWORK ENGINEERING,C+,3.00,7.50,2.50
